id,product_id,type,cpu,hertz,cores,gpu,ram,ram_type,ssd,drive_size,extra,created_at
132,1480479,системный блок,intel core i7 8700,3200,6,geforce gtx 1060,8,,true,1240,"{""Тип"": ""системный блок"", ""Цвет"": ""черный"", ""Процессор"": ""Intel Core i7 8700"", ""Тип видеокарты"": ""дискретная"", ""Видеопроцессор"": ""GeForce GTX 1060"", ""Установленная ОС"": ""FreeDOS"", ""Размер видеопамяти"": ""6144 Мб"", ""Частота процессора"": ""3200 МГц"", ""Объем жесткого диска"": ""1240 Гб"", ""Твердотельный диск (SSD)"": ""да"", ""Тип оптического привода"": ""отсутствует"", ""Размер оперативной памяти"": ""8 Гб"", ""Дополнительная информация"": ""блок питания 500 Вт"", ""Количество ядер процессора"": ""6 ядер""}",2020-04-29
133,1480702,системный блок,intel core i5 9600k,,,rtx 2070,8,,true,480,"{""Тип"": ""системный блок"", ""Цвет"": ""белый"", ""Процессор"": ""Intel Core i5 9600K"", ""Тип видеокарты"": ""дискретная"", ""Видеопроцессор"": ""дискретная видеокарта RTX 2070"", ""Установленная ОС"": ""FreeDOS"", ""Объем жесткого диска"": ""480 Гб"", ""Твердотельный диск (SSD)"": ""да"", ""Тип оптического привода"": ""отсутствует"", ""Размер оперативной памяти"": ""8 Гб"", ""Дополнительная информация"": ""система жидкостного охлаждения""}",2020-04-29
134,1480655,системный блок,intel core i3 8100,3600,4,intel uhd graphics 630,4,,false,1000,"{""Wi-Fi"": ""да"", ""Вес"": ""5.1 кг"", ""Тип"": ""системный блок"", ""Цвет"": ""черный"", ""Картридер"": ""да"", ""Процессор"": ""Intel Core i3 8100"", ""Интерфейс HDMI"": ""да"", ""Комплектация"": ""мышь, клавиатура"", ""Интерфейс USB 3.0"": ""да"", ""Тип видеокарты"": ""встроенная"", ""Видеопроцессор"": ""встроенная видеокарта Intel UHD Graphics 630"", ""Габариты (ДхШхТ)"": ""373x289x160 мм"", ""Установленная ОС"": ""Win 10"", ""Частота процессора"": ""3600 МГц"", ""Объем жесткого диска"": ""1000 Гб"", ""Твердотельный диск (SSD)"": ""нет"", ""Количество интерфейсов"": ""2 х USB 3.0, Mic-in/Line-out, 4 х USB, VGA, HDMI, RJ-45"", ""Тип оптического привода"": ""DVD±RW"", ""Размер оперативной памяти"": ""4 Гб"", ""Количество ядер процессора"": ""4 ядра""}",2020-04-29
135,100191346,моноблок,intel core i5 9500,3000,6,intel uhd graphics 630,8,,true,256,"{""Wi-Fi"": ""да"", ""Вес"": ""8.7 кг"", ""Тип"": ""моноблок"", ""Цвет"": ""черный"", ""Картридер"": ""да"", ""Процессор"": ""Intel Core i5 9500"", ""Интерфейс HDMI"": ""да"", ""Комплектация"": ""мышь, клавиатура"", ""Размер экрана"": ""23.8 дюйм"", ""Интерфейс USB 3.0"": ""да"", ""Тип видеокарты"": ""встроенная"", ""Видеопроцессор"": ""Intel UHD Graphics 630"", ""Габариты (ДхШхТ)"": ""539.6x467.7x180.2 мм"", ""Сенсорный экран"": ""нет"", ""Установленная ОС"": ""Win 10"", ""Разрешение экрана"": ""1920x1080"", ""Частота процессора"": ""3000 МГц"", ""Настенное крепление"": ""да"", ""Объем жесткого диска"": ""256 Гб"", ""Твердотельный диск (SSD)"": ""да"", ""Количество интерфейсов"": ""6x USB 3.1, USB Type-C, HDMI, RJ-45, DisplayPort"", ""Тип оптического привода"": ""отсутствует"", ""Размер оперативной памяти"": ""8 Гб"", ""Дополнительная информация"": ""поддержка крепления VESA; поворот экрана на 90°; в комплекте беспроводные мышь и клавиатура"", ""Количество ядер процессора"": ""6 ядер""}",2020-04-29
136,100114596,системный блок,6600k,3900,4,"",8,,true,240,"{""Тип"": ""системный блок"", ""Цвет"": ""черный"", ""Процессор"": ""6600K"", ""Интерфейс HDMI"": ""да"", ""Интерфейс USB 3.0"": ""да"", ""Тип видеокарты"": ""встроенная"", ""Видеопроцессор"": ""встроенный"", ""Установленная ОС"": ""Win 10"", ""Частота процессора"": ""3900 МГц"", ""Настенное крепление"": ""нет"", ""Объем жесткого диска"": ""240 Гб"", ""Твердотельный диск (SSD)"": ""да"", ""Тип оптического привода"": ""DVD-RW"", ""Размер оперативной памяти"": ""8 Гб"", ""Дополнительная информация"": ""операционная система пробной версии на 30 дней"", ""Количество ядер процессора"": ""4 ядра""}",2020-04-29
137,100112968,моноблок,intel core i3 9100t,3100,4,nvidia geforce mx 110,4,,false,1000,"{""Wi-Fi"": ""да"", ""Вес"": ""5.8 кг"", ""Тип"": ""моноблок"", ""Цвет"": ""белый"", ""Картридер"": ""да"", ""Процессор"": ""Intel Core i3 9100T"", ""Интерфейс HDMI"": ""да"", ""Комплектация"": ""мышь, клавиатура"", ""Размер экрана"": ""23.8 дюйм"", ""Тип видеокарты"": ""дискретная"", ""Видеопроцессор"": ""NVIDIA GeForce MX 110"", ""Габариты (ДхШхТ)"": ""41,9x54x1,6 см"", ""Сенсорный экран"": ""нет"", ""Установленная ОС"": ""Win 10"", ""Разрешение экрана"": ""1920x1080"", ""Размер видеопамяти"": ""2048 Мб"", ""Частота процессора"": ""3100 МГц"", ""Настенное крепление"": ""нет"", ""Объем жесткого диска"": ""1000 Гб"", ""Твердотельный диск (SSD)"": ""нет"", ""Количество интерфейсов"": ""2xUSB 2.0, 2xUSB 3.0"", ""Тип оптического привода"": ""отсутствует"", ""Размер оперативной памяти"": ""4 Гб"", ""Количество ядер процессора"": ""4 ядра""}",2020-04-29
138,100011587,моноблок,intel core i5 9400t,1800,6,intel uhd 630,8,,true,256,"{""Wi-Fi"": ""да"", ""Вес"": ""7 кг"", ""Тип"": ""моноблок"", ""Цвет"": ""черный"", ""Картридер"": ""да"", ""Мультитач"": ""нет"", ""Процессор"": ""Intel Core i5 9400T"", ""Интерфейс HDMI"": ""да"", ""Комплектация"": ""мышь, клавиатура"", ""Размер экрана"": ""23.8 дюйм"", ""Интерфейс USB 3.0"": ""да"", ""Тип видеокарты"": ""встроенная"", ""Видеопроцессор"": ""встроенная видеокарта Intel UHD 630"", ""Габариты (ДхШхТ)"": ""542.7x437.4x227.95 мм"", ""Сенсорный экран"": ""нет"", ""Установленная ОС"": ""DOS"", ""Разрешение экрана"": ""1920x1080"", ""Частота процессора"": ""1800 МГц"", ""Объем жесткого диска"": ""256 Гб"", ""Твердотельный диск (SSD)"": ""да"", ""Количество интерфейсов"": ""3x USB 2.0, 2x USB 3.0, HDMI, 3.5 мм jack"", ""Размер оперативной памяти"": ""8 Гб"", ""Количество ядер процессора"": ""6 ядер""}",2020-04-29
139,100069919,моноблок,intel core i7 8700t,2400,6,nvidia geforce mx130,8,,,1256,"{""Wi-Fi"": ""да"", ""Тип"": ""моноблок"", ""Цвет"": ""белый"", ""Мультитач"": ""нет"", ""Процессор"": ""Intel Core i7 8700T"", ""Интерфейс HDMI"": ""да"", ""Размер экрана"": ""27 дюйм"", ""Тип видеокарты"": ""встроенная"", ""Видеопроцессор"": ""NVIDIA GeForce MX130"", ""Сенсорный экран"": ""нет"", ""Установленная ОС"": ""Win 10"", ""Разрешение экрана"": ""1920x1080"", ""Частота процессора"": ""2400 МГц"", ""Настенное крепление"": ""нет"", ""Объем жесткого диска"": ""1256 Гб"", ""Размер оперативной памяти"": ""8 Гб"", ""Дополнительная информация"": ""камера HP Truevision Full HD с двунаправленным цифровым микрофоном"", ""Количество ядер процессора"": ""6 ядер""}",2020-04-29
140,1401652,моноблок,intel core i5 7500t,2700,4,intel hd graphics 630,4,,false,500,"{""Wi-Fi"": ""нет"", ""Вес"": ""5.51 кг"", ""Тип"": ""моноблок"", ""Цвет"": ""черный"", ""Картридер"": ""да"", ""Мультитач"": ""нет"", ""Процессор"": ""Intel Core i5 7500T"", ""Интерфейс HDMI"": ""да"", ""Комплектация"": ""мышь, клавиатура"", ""Размер экрана"": ""20 дюйм"", ""Интерфейс USB 3.0"": ""да"", ""Тип видеокарты"": ""встроенная"", ""Видеопроцессор"": ""встроенная видеокарта Intel HD Graphics 630"", ""Габариты (ДхШхТ)"": ""500x350x58 мм"", ""Сенсорный экран"": ""нет"", ""Установленная ОС"": ""DOS"", ""Разрешение экрана"": ""1600x900"", ""Частота процессора"": ""2700 МГц"", ""Настенное крепление"": ""нет"", ""Объем жесткого диска"": ""500 Гб"", ""Твердотельный диск (SSD)"": ""нет"", ""Количество интерфейсов"": ""2 х USB 2.0, 2 х USB 3.0, 1x USB Type C, 1 x HDMI-In, 1 х RJ-45"", ""Тип оптического привода"": ""DVD-RW"", ""Размер оперативной памяти"": ""4 Гб"", ""Количество ядер процессора"": ""4 ядра""}",2020-04-29
141,1401568,системный блок,intel core i3 7100,3900,2,,4,,,500,"{""Тип"": ""системный блок"", ""Цвет"": ""черный"", ""Мультитач"": ""нет"", ""Процессор"": ""Intel Core i3 7100"", ""Интерфейс HDMI"": ""да"", ""Интерфейс USB 3.0"": ""да"", ""Сенсорный экран"": ""нет"", ""Установленная ОС"": ""ОС не установлена"", ""Частота процессора"": ""3900 МГц"", ""Настенное крепление"": ""нет"", ""Объем жесткого диска"": ""500 Гб"", ""Тип оптического привода"": ""DVD-RW"", ""Размер оперативной памяти"": ""4 Гб"", ""Количество ядер процессора"": ""2 ядра""}",2020-04-29
142,1480214,системный блок,intel core i3 7100,3900,2,nvidia geforce gt 730,4,,false,1000,"{""Wi-Fi"": ""нет"", ""Тип"": ""системный блок"", ""Цвет"": ""черный"", ""Процессор"": ""Intel Core i3 7100"", ""Интерфейс HDMI"": ""нет"", ""Интерфейс USB 3.0"": ""да"", ""Тип видеокарты"": ""дискретная"", ""Видеопроцессор"": ""NVidia GeForce GT 730"", ""Габариты (ДхШхТ)"": ""365x201x420 мм"", ""Установленная ОС"": ""ОС не установлена"", ""Размер видеопамяти"": ""2000 Мб"", ""Частота процессора"": ""3900 МГц"", ""Настенное крепление"": ""нет"", ""Объем жесткого диска"": ""1000 Гб"", ""Твердотельный диск (SSD)"": ""нет"", ""Количество интерфейсов"": ""USB 2.0 x1, USB 3.0 x1"", ""Тип оптического привода"": ""DVD-RW"", ""Размер оперативной памяти"": ""4 Гб"", ""Дополнительная информация"": ""ядро Kaby Lake"", ""Количество ядер процессора"": ""2 ядра""}",2020-04-29
143,1480178,системный блок,intel core i3 8100,2700,4,intel hd graphics 630,4,,false,1000,"{""Wi-Fi"": ""нет"", ""Тип"": ""системный блок"", ""Цвет"": ""черный"", ""Процессор"": ""Intel Core i3 8100"", ""Тип видеокарты"": ""встроенная"", ""Видеопроцессор"": ""Intel HD Graphics 630"", ""Установленная ОС"": ""DOS"", ""Частота процессора"": ""2700 МГц"", ""Объем жесткого диска"": ""1000 Гб"", ""Твердотельный диск (SSD)"": ""нет"", ""Тип оптического привода"": ""DVD-RW"", ""Размер оперативной памяти"": ""4 Гб"", ""Количество ядер процессора"": ""4 ядра""}",2020-04-29
144,1480033,моноблок,intel core i5 7500,3400,4,intel hd graphics 630,4,,false,1000,"{""Wi-Fi"": ""нет"", ""Вес"": ""5.51 кг"", ""Тип"": ""моноблок"", ""Цвет"": ""черный"", ""Картридер"": ""да"", ""Мультитач"": ""нет"", ""Процессор"": ""Intel Core i5 7500"", ""Интерфейс HDMI"": ""да"", ""Комплектация"": ""мышь, клавиатура"", ""Размер экрана"": ""20 дюйм"", ""Интерфейс USB 3.0"": ""да"", ""Тип видеокарты"": ""встроенная"", ""Видеопроцессор"": ""встроенная видеокарта Intel HD Graphics 630"", ""Габариты (ДхШхТ)"": ""500x350x58 мм"", ""Сенсорный экран"": ""нет"", ""Установленная ОС"": ""DOS"", ""Разрешение экрана"": ""1600x900"", ""Частота процессора"": ""3400 МГц"", ""Настенное крепление"": ""нет"", ""Объем жесткого диска"": ""1000 Гб"", ""Твердотельный диск (SSD)"": ""нет"", ""Количество интерфейсов"": ""2 х USB 2.0, 2 х USB 3.0, 1x USB Type C, 1 x HDMI-In, 1 х RJ-45"", ""Тип оптического привода"": ""DVD-RW"", ""Размер оперативной памяти"": ""4 Гб"", ""Количество ядер процессора"": ""4 ядра""}",2020-04-29
145,1401129,системный блок,cortex a53,1200,2,,2,,false,16,"{""Wi-Fi"": ""да"", ""Тип"": ""системный блок"", ""Цвет"": ""черный"", ""Картридер"": ""да"", ""Процессор"": ""Cortex A53"", ""Интерфейс HDMI"": ""да"", ""Комплектация"": ""кабель питания"", ""Интерфейс USB 3.0"": ""нет"", ""Тип видеокарты"": ""встроенная"", ""Габариты (ДхШхТ)"": ""124x88x26 мм"", ""Установленная ОС"": ""Remix OS"", ""Частота процессора"": ""1200 МГц"", ""Настенное крепление"": ""нет"", ""Объем жесткого диска"": ""16 Гб"", ""Твердотельный диск (SSD)"": ""нет"", ""Количество интерфейсов"": ""2 x USB 2.0, HDMI, RJ-45, аудио jack 3.5"", ""Тип оптического привода"": ""отсутствует"", ""Размер оперативной памяти"": ""2 Гб"", ""Количество ядер процессора"": ""2 ядра""}",2020-04-29
146,1480774,системный блок,intel core i5 8400t,1700,6,intel uhd graphics 630,4,,false,500,"{""Тип"": ""системный блок"", ""Цвет"": ""черный"", ""Процессор"": ""Intel Core i5 8400T"", ""Тип видеокарты"": ""встроенная"", ""Видеопроцессор"": ""Intel UHD Graphics 630"", ""Установленная ОС"": ""Win 10"", ""Частота процессора"": ""1700 МГц"", ""Объем жесткого диска"": ""500 Гб"", ""Твердотельный диск (SSD)"": ""нет"", ""Тип оптического привода"": ""отсутствует"", ""Размер оперативной памяти"": ""4 Гб"", ""Количество ядер процессора"": ""6 ядер""}",2020-04-29
147,100042637,системный блок,intel core i7-9700,3000,8,amd radeon r7 430 + intel hd graphics 630,8,,false,1000,"{""Тип"": ""системный блок"", ""Цвет"": ""черный"", ""Процессор"": ""Intel Core i7-9700"", ""Интерфейс HDMI"": ""нет"", ""Комплектация"": ""мышь, клавиатура"", ""Тип видеокарты"": ""дискретная и встроенная"", ""Видеопроцессор"": ""AMD Radeon R7 430 (дискретная), Intel HD Graphics 630 (встроенная)"", ""Установленная ОС"": ""Win 10"", ""Размер видеопамяти"": ""2048 Мб"", ""Частота процессора"": ""3000 МГц"", ""Объем жесткого диска"": ""1000 Гб"", ""Твердотельный диск (SSD)"": ""нет"", ""Количество интерфейсов"": ""4x USB 2.0, 2x USB 3.1, DisplayPort, RJ-45, VGA, микрофон, наушники"", ""Тип оптического привода"": ""DVD±RW"", ""Размер оперативной памяти"": ""8 Гб"", ""Количество ядер процессора"": ""8 ядер""}",2020-04-29
148,1401924,системный блок,amd g series gx-209ja,1040,2,radeon hd sma,2,,,16,"{""Тип"": ""системный блок"", ""Картридер"": ""нет"", ""Мультитач"": ""нет"", ""Процессор"": ""AMD G Series GX-209JA"", ""Интерфейс HDMI"": ""нет"", ""Интерфейс USB 3.0"": ""нет"", ""Тип видеокарты"": ""встроенная"", ""Видеопроцессор"": ""Radeon HD SMA"", ""Сенсорный экран"": ""нет"", ""Установленная ОС"": ""Windows Embedded Standard"", ""Частота процессора"": ""1040 МГц"", ""Настенное крепление"": ""нет"", ""Объем жесткого диска"": ""16 Гб"", ""Тип оптического привода"": ""DVD"", ""Размер оперативной памяти"": ""2 Гб"", ""Количество ядер процессора"": ""2 ядра""}",2020-04-29
149,1480781,баребон,intel pentium j5005,2800,4,intel uhd graphics 600,0,,,,"{""Wi-Fi"": ""да"", ""Тип"": ""баребон"", ""Цвет"": ""черный"", ""Мультитач"": ""нет"", ""Процессор"": ""Intel Pentium J5005"", ""Интерфейс HDMI"": ""да"", ""Интерфейс USB 3.0"": ""да"", ""Тип видеокарты"": ""встроенная"", ""Видеопроцессор"": ""Intel UHD Graphics 600"", ""Габариты (ДхШхТ)"": ""56.22x103x116.52 мм"", ""Сенсорный экран"": ""нет"", ""Установленная ОС"": ""ОС не установлена"", ""Частота процессора"": ""2800 МГц"", ""Настенное крепление"": ""да"", ""Количество интерфейсов"": ""USB 3.0, USB 3.0 Type C, HDMI (1.4b), HDMI (2.0), RJ45, разъем питания DC-In, разъем Kensington lock, COM-порт"", ""Тип оптического привода"": ""отсутствует"", ""Размер оперативной памяти"": ""0 Гб"", ""Количество ядер процессора"": ""4 ядра""}",2020-04-29
150,1480176,системный блок,intel core i5 8500,3000,6,intel hd graphics 630,4,,,1000,"{""Вес"": ""5.47 кг"", ""Тип"": ""системный блок"", ""Цвет"": ""черный"", ""Процессор"": ""Intel Core i5 8500"", ""Тип видеокарты"": ""встроенная"", ""Видеопроцессор"": ""Intel HD Graphics 630"", ""Габариты (ДхШхТ)"": ""274х170х338 см"", ""Установленная ОС"": ""Win 10"", ""Частота процессора"": ""3000 МГц"", ""Объем жесткого диска"": ""1000 Гб"", ""Тип оптического привода"": ""DVD"", ""Размер оперативной памяти"": ""4 Гб"", ""Количество ядер процессора"": ""6 ядер""}",2020-04-29
151,1480621,моноблок,intel core i5 8500,3000,6,intel hd graphics 630,8,,true,256,"{""Wi-Fi"": ""да"", ""Вес"": ""8.93 кг"", ""Тип"": ""моноблок"", ""Цвет"": ""серебристый"", ""Мультитач"": ""нет"", ""Процессор"": ""Intel Core i5 8500"", ""Интерфейс HDMI"": ""да"", ""Комплектация"": ""мышь, клавиатура"", ""Размер экрана"": ""23.8 дюйм"", ""Интерфейс USB 3.0"": ""да"", ""Тип видеокарты"": ""встроенная"", ""Видеопроцессор"": ""встроенная видеокарта Intel HD Graphics 630"", ""Габариты (ДхШхТ)"": ""53.96x46.77x18.02 см"", ""Сенсорный экран"": ""нет"", ""Установленная ОС"": ""Win 10"", ""Разрешение экрана"": ""1920x1080"", ""Частота процессора"": ""3000 МГц"", ""Настенное крепление"": ""нет"", ""Объем жесткого диска"": ""256 Гб"", ""Твердотельный диск (SSD)"": ""да"", ""Количество интерфейсов"": ""USB 3.0, USB 3.1, DisplayPort, 1 x LAN RJ45, Ethernet, HDMI"", ""Тип оптического привода"": ""DVD-RW"", ""Размер оперативной памяти"": ""8 Гб"", ""Количество ядер процессора"": ""6 ядер""}",2020-04-29
152,1480654,системный блок,g5400,3700,2,intel hd graphics 610,4,,false,1000,"{""Wi-Fi"": ""нет"", ""Вес"": ""5 кг"", ""Тип"": ""системный блок"", ""Цвет"": ""черный"", ""Картридер"": ""да"", ""Процессор"": ""G5400"", ""Интерфейс HDMI"": ""да"", ""Комплектация"": ""мышь, клавиатура"", ""Интерфейс USB 3.0"": ""да"", ""Тип видеокарты"": ""встроенная"", ""Видеопроцессор"": ""Intel HD Graphics 610"", ""Габариты (ДхШхТ)"": ""34х17х27.7 см"", ""Установленная ОС"": ""DOS"", ""Частота процессора"": ""3700 МГц"", ""Объем жесткого диска"": ""1000 Гб"", ""Твердотельный диск (SSD)"": ""нет"", ""Количество интерфейсов"": ""4 х USB 3.0, Mic-in/Line-out, 4 х USB, VGA, HDMI, RJ-45, Mic-in, Line-in, Line-out"", ""Тип оптического привода"": ""DVD-RW"", ""Размер оперативной памяти"": ""4 Гб"", ""Дополнительная информация"": ""разъем М.2 key E для подключения адаптера Wi-Fi"", ""Количество ядер процессора"": ""2 ядра""}",2020-04-29
153,100008440,системный блок,intel сore i3-8100,3600,4,intel uhd graphics 630,8,,true,1240,"{""Тип"": ""системный блок"", ""Цвет"": ""черный"", ""Процессор"": ""Intel Сore i3-8100"", ""Тип видеокарты"": ""встроенная"", ""Видеопроцессор"": ""Intel UHD Graphics 630"", ""Установленная ОС"": ""DOS"", ""Частота процессора"": ""3600 МГц"", ""Объем жесткого диска"": ""1240 Гб"", ""Твердотельный диск (SSD)"": ""да"", ""Тип оптического привода"": ""отсутствует"", ""Размер оперативной памяти"": ""8 Гб"", ""Количество ядер процессора"": ""4 ядра""}",2020-04-29
154,100058755,системный блок,intel сore i5 9400,2900,6,hd 630,8,,true,480,"{""Тип"": ""системный блок"", ""Цвет"": ""черный"", ""Процессор"": ""Intel Сore i5 9400"", ""Тип видеокарты"": ""встроенная"", ""Видеопроцессор"": ""встроенная видеокарта HD 630"", ""Установленная ОС"": ""DOS"", ""Частота процессора"": ""2900 МГц"", ""Объем жесткого диска"": ""480 Гб"", ""Твердотельный диск (SSD)"": ""да"", ""Количество интерфейсов"": ""2x USB, микрофон, наушники"", ""Тип оптического привода"": ""отсутствует"", ""Размер оперативной памяти"": ""8 Гб"", ""Дополнительная информация"": ""блок питания на 400 Вт"", ""Количество ядер процессора"": ""6 ядер""}",2020-04-29
155,1480636,баребон,intel celeron n4200,1100,4,intel hd graphics 505,0,,,,"{""Wi-Fi"": ""да"", ""Тип"": ""баребон"", ""Цвет"": ""черный"", ""Процессор"": ""Intel Celeron N4200"", ""Интерфейс HDMI"": ""да"", ""Интерфейс USB 3.0"": ""да"", ""Тип видеокарты"": ""встроенная"", ""Видеопроцессор"": ""Intel HD Graphics 505"", ""Габариты (ДхШхТ)"": ""165x105x27 мм"", ""Установленная ОС"": ""DOS"", ""Частота процессора"": ""1100 МГц"", ""Количество интерфейсов"": ""RJ-45 x3, mini jack 3.5 mm x1, USB 3.0 x4, HDMI x2"", ""Тип оптического привода"": ""отсутствует"", ""Размер оперативной памяти"": ""0 Гб"", ""Количество ядер процессора"": ""4 ядра""}",2020-04-29
156,100040206,системный блок,intel core i5-8500,3000,6,intel uhd graphics 630,4,,false,1000,"{""Вес"": ""6.6 кг"", ""Тип"": ""системный блок"", ""Цвет"": ""черный"", ""Процессор"": ""Intel Core i5-8500"", ""Комплектация"": ""мышь, клавиатура"", ""Тип видеокарты"": ""встроенная"", ""Видеопроцессор"": ""Intel UHD Graphics 630"", ""Установленная ОС"": ""Win 10"", ""Частота процессора"": ""3000 МГц"", ""Объем жесткого диска"": ""1000 Гб"", ""Твердотельный диск (SSD)"": ""нет"", ""Тип оптического привода"": ""DVD-RW"", ""Размер оперативной памяти"": ""4 Гб"", ""Количество ядер процессора"": ""6 ядер""}",2020-04-29
157,1480791,баребон,intet core i3-6100,3700,2,intel hd graphics 530,4,,false,500,"{""Вес"": ""4.53 кг"", ""Тип"": ""баребон"", ""Цвет"": ""черный"", ""Процессор"": ""Intet Core i3-6100"", ""Интерфейс HDMI"": ""нет"", ""Интерфейс USB 3.0"": ""да"", ""Тип видеокарты"": ""встроенная"", ""Видеопроцессор"": ""Intel HD Graphics 530"", ""Габариты (ДхШхТ)"": ""270x95x296 мм"", ""Установленная ОС"": ""Win 10"", ""Частота процессора"": ""3700 МГц"", ""Объем жесткого диска"": ""500 Гб"", ""Твердотельный диск (SSD)"": ""нет"", ""Количество интерфейсов"": ""6x USB 3.0, 4x USB 2.0, USB Type-C, RJ-45, 2x DisplayPort, VGA"", ""Размер оперативной памяти"": ""4 Гб"", ""Количество ядер процессора"": ""2 ядра""}",2020-04-29
158,100008587,системный блок,intel pentium gold g5400,3700,2,intel uhd graphics 610,8,,false,1000,"{""Тип"": ""системный блок"", ""Цвет"": ""черный"", ""Процессор"": ""Intel Pentium Gold G5400"", ""Тип видеокарты"": ""встроенная"", ""Видеопроцессор"": ""Intel UHD Graphics 610"", ""Установленная ОС"": ""DOS"", ""Частота процессора"": ""3700 МГц"", ""Объем жесткого диска"": ""1000 Гб"", ""Твердотельный диск (SSD)"": ""нет"", ""Количество интерфейсов"": ""USB 2.0 x2, USB 3.0 x1, наушники, микрофон"", ""Тип оптического привода"": ""отсутствует"", ""Размер оперативной памяти"": ""8 Гб"", ""Количество ядер процессора"": ""2 ядра""}",2020-04-29
159,1480477,неттоп,intel core i3 8100,3600,4,intel uhd graphics 630,8,,true,128,"{""Wi-Fi"": ""да"", ""Вес"": ""1.3 кг"", ""Тип"": ""неттоп"", ""Цвет"": ""серый"", ""Процессор"": ""Intel Core i3 8100"", ""Интерфейс HDMI"": ""да"", ""Интерфейс USB 3.0"": ""да"", ""Тип видеокарты"": ""встроенная"", ""Видеопроцессор"": ""Intel UHD Graphics 630"", ""Габариты (ДхШхТ)"": ""197х197х36 мм"", ""Сенсорный экран"": ""нет"", ""Установленная ОС"": ""MacOS X"", ""Частота процессора"": ""3600 МГц"", ""Настенное крепление"": ""нет"", ""Объем жесткого диска"": ""128 Гб"", ""Твердотельный диск (SSD)"": ""да"", ""Количество интерфейсов"": ""1xHDMI, 1xDisplayPort, 4xThunderbolt, 2xUSB 3.0,"", ""Тип оптического привода"": ""отсутствует"", ""Размер оперативной памяти"": ""8 Гб"", ""Количество ядер процессора"": ""4 ядра""}",2020-04-29
160,1480161,системный блок,intel celeron j3060,1600,2,intel uma,4,,false,500,"{""Вес"": ""3.3 кг"", ""Тип"": ""системный блок"", ""Цвет"": ""черный"", ""Картридер"": ""нет"", ""Мультитач"": ""нет"", ""Процессор"": ""Intel Celeron J3060"", ""Интерфейс HDMI"": ""да"", ""Интерфейс USB 3.0"": ""да"", ""Тип видеокарты"": ""встроенная"", ""Видеопроцессор"": ""встроенный, Intel UMA"", ""Габариты (ДхШхТ)"": ""10 x 26.5 x 35.4 см"", ""Сенсорный экран"": ""нет"", ""Установленная ОС"": ""DOS"", ""Частота процессора"": ""1600 МГц"", ""Настенное крепление"": ""нет"", ""Объем жесткого диска"": ""500 Гб"", ""Твердотельный диск (SSD)"": ""нет"", ""Количество интерфейсов"": ""PCI Express X16, 2x USB 2.0, 2x USB 3.0, сеть (RJ-45), 1x выход HDMI"", ""Тип оптического привода"": ""Blu-ray Reader/DVD-Writer"", ""Размер оперативной памяти"": ""4 Гб"", ""Количество ядер процессора"": ""2 ядра""}",2020-04-29
161,1480631,баребон,intel core i3 7100,3900,2,intel hd graphics 520,0,,,,"{""Wi-Fi"": ""да"", ""Вес"": ""1.5 кг"", ""Тип"": ""баребон"", ""Цвет"": ""черный"", ""Картридер"": ""да"", ""Процессор"": ""Intel Core i3 7100"", ""Интерфейс HDMI"": ""да"", ""Интерфейс USB 3.0"": ""да"", ""Тип видеокарты"": ""встроенная"", ""Видеопроцессор"": ""Intel HD Graphics 520"", ""Габариты (ДхШхТ)"": ""177x153x74 мм"", ""Установленная ОС"": ""DOS"", ""Частота процессора"": ""3900 МГц"", ""Настенное крепление"": ""нет"", ""Количество интерфейсов"": ""COM Port x1, DisplayPort x1, DVI-D x1, HDMI x1, RJ-45 x1, USB 3.0 x2"", ""Размер оперативной памяти"": ""0 Гб"", ""Количество ядер процессора"": ""2 ядра""}",2020-04-29
162,100034381,системный блок,intel pentium g5400,3700,2,intel uhd graphics 610,4,,true,240,"{""Тип"": ""системный блок"", ""Цвет"": ""черный"", ""Процессор"": ""Intel Pentium G5400"", ""Тип видеокарты"": ""встроенная"", ""Видеопроцессор"": ""Intel UHD Graphics 610"", ""Установленная ОС"": ""DOS"", ""Частота процессора"": ""3700 МГц"", ""Объем жесткого диска"": ""240 Гб"", ""Твердотельный диск (SSD)"": ""да"", ""Количество интерфейсов"": ""USB x3, микрофон, наушники"", ""Тип оптического привода"": ""отсутствует"", ""Размер оперативной памяти"": ""4 Гб"", ""Дополнительная информация"": ""блок питания на 400 Вт"", ""Количество ядер процессора"": ""2 ядра""}",2020-04-29
163,1480429,системный блок,intel pentium j5005,1500,4,intel hd graphics 605,4,,,500,"{""Wi-Fi"": ""нет"", ""Тип"": ""системный блок"", ""Цвет"": ""черный"", ""Мультитач"": ""нет"", ""Процессор"": ""Intel Pentium J5005"", ""Тип видеокарты"": ""встроенная"", ""Видеопроцессор"": ""Intel HD Graphics 605"", ""Сенсорный экран"": ""нет"", ""Установленная ОС"": ""DOS"", ""Частота процессора"": ""1500 МГц"", ""Настенное крепление"": ""нет"", ""Объем жесткого диска"": ""500 Гб"", ""Тип оптического привода"": ""DVD"", ""Размер оперативной памяти"": ""4 Гб"", ""Количество ядер процессора"": ""4 ядра""}",2020-04-29
