id,product_id,type,cpu,hertz,cores,gpu,ram,ram_type,ssd,drive_size,extra,created_at
31,100039522,системный блок,intel core i3 9100f,3600,4,gigabyte geforce gtx 1050 (gv-n1050d5-2gd),8,,true,480,"{""Тип"": ""системный блок"", ""Цвет"": ""черный"", ""Процессор"": ""Intel Core i3 9100F"", ""Тип видеокарты"": ""дискретная"", ""Видеопроцессор"": ""GIGABYTE GeForce GTX 1050 (GV-N1050D5-2GD)"", ""Установленная ОС"": ""DOS"", ""Размер видеопамяти"": ""2048 Мб"", ""Частота процессора"": ""3600 МГц"", ""Объем жесткого диска"": ""480 Гб"", ""Твердотельный диск (SSD)"": ""да"", ""Тип оптического привода"": ""отсутствует"", ""Размер оперативной памяти"": ""8 Гб"", ""Количество ядер процессора"": ""4 ядра""}",2020-04-29
32,100132447,системный блок,intel сore i5-9400f,2900,6,geforce gtx 1650,8,,true,1240,"{""Тип"": ""системный блок"", ""Цвет"": ""черный"", ""Процессор"": ""Intel Сore i5-9400F"", ""Интерфейс USB 3.0"": ""да"", ""Тип видеокарты"": ""дискретная"", ""Видеопроцессор"": ""GeForce GTX 1650"", ""Установленная ОС"": ""DOS"", ""Размер видеопамяти"": ""4096 Мб"", ""Частота процессора"": ""2900 МГц"", ""Объем жесткого диска"": ""1240 Гб"", ""Твердотельный диск (SSD)"": ""да"", ""Количество интерфейсов"": ""2x USB 2.0, USB 3.0, микрофон, наушники"", ""Тип оптического привода"": ""отсутствует"", ""Размер оперативной памяти"": ""8 Гб"", ""Количество ядер процессора"": ""6 ядер""}",2020-04-29
33,100080350,системный блок,amd ryzen 5 3500,3600,6,geforce gtx 1660 super,6,,true,1480,"{""Тип"": ""системный блок"", ""Цвет"": ""черный"", ""Картридер"": ""нет"", ""Процессор"": ""AMD Ryzen 5 3500"", ""Интерфейс USB 3.0"": ""да"", ""Тип видеокарты"": ""дискретная"", ""Видеопроцессор"": ""GeForce GTX 1660 Super"", ""Установленная ОС"": ""DOS"", ""Размер видеопамяти"": ""6144 Мб"", ""Частота процессора"": ""3600 МГц"", ""Объем жесткого диска"": ""1480 Гб"", ""Твердотельный диск (SSD)"": ""да"", ""Тип оптического привода"": ""отсутствует"", ""Размер оперативной памяти"": ""16 Гб"", ""Количество ядер процессора"": ""6 ядер""}",2020-04-29
34,100044666,моноблок,intel pentium j5005,1500,4,intel uhd graphics 605,4,,,1000,"{""Wi-Fi"": ""да"", ""Вес"": ""5 кг"", ""Тип"": ""моноблок"", ""Цвет"": ""черный"", ""Картридер"": ""нет"", ""Мультитач"": ""нет"", ""Процессор"": ""Intel Pentium J5005"", ""Размер экрана"": ""21.5 дюйм"", ""Интерфейс USB 3.0"": ""да"", ""Тип видеокарты"": ""встроенная"", ""Видеопроцессор"": ""Intel UHD Graphics 605"", ""Габариты (ДхШхТ)"": ""49x41.8x18.5 см"", ""Сенсорный экран"": ""нет"", ""Установленная ОС"": ""Win 10"", ""Разрешение экрана"": ""1920x1080"", ""Частота процессора"": ""1.5 МГц"", ""Объем жесткого диска"": ""1000 Гб"", ""Размер оперативной памяти"": ""4 Гб"", ""Количество ядер процессора"": ""4 ядра""}",2020-04-29
35,100029725,системный блок,amd dual-core e1-2500 apu,1400,2,amd radeon hd 8240,4,,false,1000,"{""Тип"": ""системный блок"", ""Цвет"": ""черный"", ""Процессор"": ""AMD Dual-Core E1-2500 APU"", ""Тип видеокарты"": ""встроенная"", ""Видеопроцессор"": ""AMD Radeon HD 8240"", ""Установленная ОС"": ""DOS"", ""Частота процессора"": ""1400 МГц"", ""Объем жесткого диска"": ""1000 Гб"", ""Твердотельный диск (SSD)"": ""нет"", ""Количество интерфейсов"": ""USB x3, микрофон, наушники"", ""Тип оптического привода"": ""отсутствует"", ""Размер оперативной памяти"": ""4 Гб"", ""Дополнительная информация"": ""блок питания на 400 Вт"", ""Количество ядер процессора"": ""2 ядра""}",2020-04-29
36,100117174,системный блок,amd ryzen 5 3500,3600,6,radeon rx 5600 xt,6,,true,512,"{""Тип"": ""системный блок"", ""Цвет"": ""черный"", ""Процессор"": ""AMD Ryzen 5 3500"", ""Интерфейс USB 3.0"": ""да"", ""Тип видеокарты"": ""дискретная"", ""Видеопроцессор"": ""Radeon RX 5600 XT"", ""Установленная ОС"": ""DOS"", ""Размер видеопамяти"": ""6144 Мб"", ""Частота процессора"": ""3600 МГц"", ""Объем жесткого диска"": ""512 Гб"", ""Твердотельный диск (SSD)"": ""да"", ""Количество интерфейсов"": ""2x USB 2.0, USB 3.0, микрофон, наушники"", ""Тип оптического привода"": ""отсутствует"", ""Размер оперативной памяти"": ""16 Гб"", ""Дополнительная информация"": ""блок питания на 600 Вт"", ""Количество ядер процессора"": ""6 ядер""}",2020-04-29
37,100097319,системный блок,9100f,3600,4,nvidia gtx 1650 super,4,,true,1240,"{""Wi-Fi"": ""нет"", ""Тип"": ""системный блок"", ""Цвет"": ""черный"", ""Процессор"": ""9100F"", ""Интерфейс USB 3.0"": ""да"", ""Тип видеокарты"": ""дискретная"", ""Видеопроцессор"": ""NVidia GTX 1650 SUPER"", ""Установленная ОС"": ""DOS"", ""Размер видеопамяти"": ""4096 Мб"", ""Частота процессора"": ""3600 МГц"", ""Настенное крепление"": ""нет"", ""Объем жесткого диска"": ""1240 Гб"", ""Твердотельный диск (SSD)"": ""да"", ""Количество интерфейсов"": ""2x USB 2.0, 1xUSB 3.0"", ""Тип оптического привода"": ""отсутствует"", ""Размер оперативной памяти"": ""4 Гб"", ""Количество ядер процессора"": ""4 ядра""}",2020-04-29
38,1401730,моноблок,7700,3600,,hd 630,6,,,1000,"{""Wi-Fi"": ""да"", ""Тип"": ""моноблок"", ""Процессор"": ""7700"", ""Размер экрана"": ""23.8 дюйм"", ""Видеопроцессор"": ""HD 630"", ""Сенсорный экран"": ""да"", ""Установленная ОС"": ""Win 10"", ""Разрешение экрана"": ""1920x1080"", ""Размер видеопамяти"": ""256 Мб"", ""Частота процессора"": ""3.6 МГц"", ""Настенное крепление"": ""нет"", ""Объем жесткого диска"": ""1000 Гб"", ""Количество интерфейсов"": ""4xUSB 3.1 Gen 1/HDMI-out/RJ-45/DisplayPort™ 1.2-in/DisplayPort™ 1.2-out/USB 3.1 Type-C/ USB 3.1 Type-C™ (fast charging)/headphone"", ""Тип оптического привода"": ""отсутствует"", ""Размер оперативной памяти"": ""16 Гб""}",2020-04-29
39,100010016,моноблок,intel pentium j5005,1500,4,intel uhd 600,4,,false,1000,"{""Вес"": ""5.8 кг"", ""Тип"": ""моноблок"", ""Цвет"": ""черный"", ""Процессор"": ""Intel Pentium J5005"", ""Тип видеокарты"": ""встроенная"", ""Видеопроцессор"": ""Intel UHD 600 (встроенная)"", ""Габариты (ДхШхТ)"": ""49.05x18.5x41.9 см"", ""Установленная ОС"": ""FreeDOS"", ""Частота процессора"": ""1500 МГц"", ""Объем жесткого диска"": ""1000 Гб"", ""Твердотельный диск (SSD)"": ""нет"", ""Количество интерфейсов"": ""HDMI x1, RJ-45 x1, USB 2.0 x2, USB 3.0 x2, SD-слот x1"", ""Тип оптического привода"": ""отсутствует"", ""Размер оперативной памяти"": ""4 Гб"", ""Количество ядер процессора"": ""4 ядра""}",2020-04-29
40,100172161,моноблок,8700,3200,6,,8,,,,"{""Вес"": ""11 кг"", ""Тип"": ""моноблок"", ""Цвет"": ""черный"", ""Процессор"": ""8700"", ""Размер экрана"": ""23.8 дюйм"", ""Интерфейс USB 3.0"": ""да"", ""Установленная ОС"": ""Win 10"", ""Разрешение экрана"": ""1920x1080"", ""Частота процессора"": ""3200 МГц"", ""Размер оперативной памяти"": ""8 Гб"", ""Количество ядер процессора"": ""6 ядер""}",2020-04-29
41,100076390,моноблок,intel core i7 8550u,1800,4,intel uhd graphics 620,6,,false,1000,"{""Wi-Fi"": ""да"", ""Вес"": ""6.5 кг"", ""Тип"": ""моноблок"", ""Цвет"": ""золотистый"", ""Мультитач"": ""нет"", ""Процессор"": ""Intel Core i7 8550U"", ""Интерфейс HDMI"": ""да"", ""Комплектация"": ""мышь, клавиатура"", ""Размер экрана"": ""23.8 дюйм"", ""Интерфейс USB 3.0"": ""да"", ""Тип видеокарты"": ""встроенная"", ""Видеопроцессор"": ""Intel UHD Graphics 620"", ""Габариты (ДхШхТ)"": ""540x410x6 мм"", ""Сенсорный экран"": ""нет"", ""Установленная ОС"": ""Win 10"", ""Разрешение экрана"": ""1920x1080"", ""Частота процессора"": ""1800 МГц"", ""Объем жесткого диска"": ""1000 Гб"", ""Твердотельный диск (SSD)"": ""нет"", ""Количество интерфейсов"": ""1x USB 2.0; 3x USB 3.1 Gen 1; 2x HDMI"", ""Тип оптического привода"": ""отсутствует"", ""Размер оперативной памяти"": ""16 Гб"", ""Количество ядер процессора"": ""4 ядра""}",2020-04-29
